text,label
"To examine what suddenly made Luffy a good leader, you have to ask Rob Lucci. He said that right after Luffy said ""no matter what happened, my friends will survive, but if I let you go, you will attack my friend...""Luffy staying with Rob Lucci, the one thing he can do is him: Taking responsibilityBelieving in his friend's abilitiesDoing the hard work. Spandam, in contrast, though he sorta believe in CP9... at least in their power and ability to be cruel, he didn't take responsibility. When he accidentally revealed his true feelings about Buster Call, he quickly tried to pretend to be Luffy. He also didn't bother doing the dirty work. As a leader, you don't just order people, you have to lead by getting your hands dirty too.",analysis
"Why did Oda designed Kaku with a long nose? And people mistook Kaku for Usopp at first because of that nose. Kaku is also a carpenter, something that was a job of Usopp before Franky joins. Jabra is just a freakin' liar, something Usopp was supposed to be good at (instead he fell for Jabra's lies twice). But you ask... wait, if Kaku and Jabra are Usopp's enemy, how come it's Zoro and Sanji who ended up fighting them? Aren't you supposed to confront your own evil counter part? Well Zoro and Sanji are not centered to this arc. They are there to help Usopp do the things he was meant to do. I wish there's a panel that visually represent this symbolically.",analysis
"So most (if not all) Devil Fruit powers are connected to their user's Character/Personality. Luffy = Flexibility or the freedom to do whatever he wants, Law = Doctor, Katakuri = mochi is shaped and molded as desired just as how he was shaped into the role by the pressure from his family, Doffy = Puppet master, and yada yada etc. With Robin it took me a while to figure out what the deal was with her Devil Fruit since Oda puts a lot of thought when it comes to designing characters, I started wondering what the deal was with all the hands, legs, and limbs that Robin was producing. Then it hit me, this woman was literally on the run for 20 years and couldn't depend on anyone but herself. She literally had to be the one to give herself a hand to pick herself up or a leg to stand on throughout her life till she met Luffy.",analysis
"While it was said that the devils inside the fruits have a will of their own(perhaps the yami yami no mi chose to come into Thatchs hands knowing that Blackbeard would to anything to get it himself), I would suggest the other way around: Once a person eats a devil fruit, their character changes towards the devil fruits will of their own. Surely it doesn't mean a 180 degree personality change, but it is noteable that Sabo copies a lot of Aces personality traits almost immidietaly after eating the mera mera no mi. And Doffy for example was surely a power hungry, vengeful kid before he got the devil fruit from Trebol, but id suggest that his fruit made him the mastermind puppeteer that he is. He said he would take revenge on his father for his decition to leave Mary Jois, but it was only after he ate the string fruit that he decide to become the leader of the entire underworld.",analysis
"I think it's accurate. Robin obviously had to learn to fend for herself after loosing Ohara. The symbolism with Law is layered, too. With the op op fruit, Law is the doctor he wishes he had when he was ill with amber lead disease. Law was a little kid who had no control over what happened to him but now he can ""operate"" freely within his room. He still prefers to save lives and not to kill like his parents taught him despite all the death and destruction he saw in Flevance. And even though the op op fruit gave him great power, it could never give him the thing he needed most. He only has a ""heart"" today because of Corazon.",analysis
"Crocodile is like a sandstorm that wears down the heart and mind of Alabasta people. Just like how he drains water, he also drains the people’s patience and trust, and actively drains Robin’s conscience (she’s a flower on a desert) while forcing her to stay on constant alert. It’s implied Crocodile himself is also a dried-out husk of what he used to be.",analysis
Law acts cool and logical but is extremely emotionally driven. Show him kindness and he’ll spend 13 years planning a suicide attack to avenge you. This is reflected in his fruit’s ability to make someone immortal at the cost of its user’s life. The heart shape also represents the second life/second chance at humanity Corazon gave him.,analysis
"Ace is short tempered. He also grew up thinking he didn’t deserve to be born. His will to live is like a small fire ready to be snuffed out by the world’s cold attitude, but the warmth from those around kept him alive.",analysis
"I just wanted to share what I've come across and realized recently that blew my mind. We all know that Oda loves puns and double-triple-quad-infinite entendras that he weaves in to names of characters, locations, and the like. Furthermore, numbers having meaning is a huge thing in eastern societies, especially in Japan. And, if you watch the video I mentioned, you'll see concrete proof that Oda loves these perfect round numbers and connecting the dots using them. I think I may have discovered some interesting significance with Luffy, and interestingly, even Franky, and lastly, Imu. There are sure to be tons more numerological parallels, but this is just what I’ve leaned into so far!",analysis
"Judge believed in conquering the world through his kingdom's strength, trying to return to the glory of Germa's brutal warrior past. Meanwhile, Harald believes in cooperating with the world through diplomacy, trying to rid Elbaph of the associations of its brutal warrior past. I was also thinking in terms of elbaph being an ancient warrior culture that uses traditional combat methods and has recently entered a peace era with hopes of joining the Wg, while germa is a science kingdom that abandoned the Wg and has somewhat recently entered an age of super militarization.",analysis
Loki has a parallel with alot of strawhats other than the Sanji one mentioned there is. His introduction which is literally zoros introduction being chained up for a crime he didn't commit. His attention seeking paralleling usopp where usopp told lies the lies about loki came true. His general history of being inspired by rocks like Luffy was inspired by Shanks.,analysis
Loki has cursed Eyes and Elbaf Peoples Hate him is parallel to Chopper has Blue nose and DF so His Reindeer colony & Drum island people Hate him. He was seen as a devil child (Robin) Abandoned by parent (Franky),analysis
"The reason Oda previously set it up so that Whitebeard and Oden became “brothers” was also because he wanted to, in this chapter, parallel the scene where Luffy announces his goal to Ace and Sabo but then the manga offscreens his goal Oda paralleled this in Chapter 966 where Roger reveals his goal to Whitebeard and Oden, but it’s offscreened by the manga Both Ace/Sabo and Whitebeard/Oden react the same way to Luffy’s/Roger’s dream as well. I found it really weird when Oda made Whitebeard and Oden have a brotherly dynamic, but now that I understand why he did so, I’ve realised even more that Oda doesn’t do “weird” things like this for no reason - he has a purpose always.",analysis
"As to what goal Luffy/Roger had? I assume they were the same goal due to the parallels between the two characters. There’s a reason Oda offscreened this goal twice, so it can’t be something that Luffy says every other day (“to become Pirate King”). In other words, there’s more to this than meets the eye. This is just speculation, but the goal could’ve been that Luffy & Roger want to create a free world where there’s no division between people. Perhaps no World Government either. This could be why Ace/Sabo & Whitebeard/Oden thought they were crazy or childish.",analysis
"The parallels reminded me of that Panel with Ace,Luffy and Sabo too. If you look deeply into it Ace wanted a family same as Whitebeard. Sabo wanted to travel the world like Oden did . Luffy wants to be free like Roger.",analysis
"At the time that Luffy proclaimed his goal off-screen to his two brothers, he had already met Shanks so he already said that he wanted to become Pirate King. So my question is if the off-screened goal was originally his goal or if it’s something he realised after he met Shanks. Shanks did tell Rayleigh that he met a boy who said the exact same things as Roger. Many people don’t recall what exactly Luffy said in his flashback that was similar to Roger’s words (kid Luffy never said he wanted to be the freest man in the seas), but I’m willing to bet that whatever he said that was the same as Roger’s words is what was off-screened in Chapter 966 and in the Ace-Luffy-Sabo flashback.",analysis
Think about it. Ace is whitebeard. Sabo is oden. Luffy is gol. Ace and whitebeard are gone. Sabo and oden(well his son) both were believed to be dead and gone but came back to help. Gol and luffy both set out to accomplish their goals (that we don't know what it really is but assume the same thing. There are so many similarities that we completely overlook. Another comment pointed out odens hair is sabos hat upside down.,analysis
"the Luffy/Zeus parallel. Luffy has the power of the Sun God (sun is in the sky, kinda like a sky god), can throw bolts of lightning, and is generally the most irresponsible of the three(Zeus always causes more trouble than the other two). Also, even though Zeus and the other two are brothers, Zeus is kinda seen as the boss of the other two. This aligns with Luffy being considered the emperor even though Kidd and Law have the same bounty.",analysis
Law and Poseidon are linked. Law literally has a crew full of fighters that are particularly skilled in fighting at sea. Law also travels in a submarine.,analysis
"The last of the trios are Kidd and Hades. From the most recent SBS we learned that Kidd was essentially a mob boss, who took down a bigger mob family that ruled Kidd's entire island. After taking down the previous rulers of his island, Kidd steps in to be the leader, in other words, the Ruler of the (criminal)Underworld.",analysis
"Kaido and Big Mom represent the Titans. The Titans were the ones in power before the three brothers took them down and sealed them away underground. Where do Big Mom and Kaido end up after the fight? Underground surrounded by magma and (possibly) sealed away forever. Also, now the three brothers (Luffy/Kidd/Law) are the ones in power.",analysis
"Loki is only the Prince of Elbaf not the King. Vicky the Viking notwithstanding I’m not convinced Norse mythology figures as prominently for the One Piece narrative as Abrahamic, Greek, or Indian mythology. For example Dorry and Broggy mention the Snake Soaked in Blood which is a metaphor for the World Snake Jormungandr and the Red Line. However the Gates to Reverse Mountain on the Red Line depict the Makara of Varuna the Indian Poseidon so I think the story of Vasuki is more related to the One Piece than Jormungandr. The Straw Hat is the Petasos of Hermes or Mercury or Wednesday. Imu is interested in Vivi or Miss Wednesday. Imu is written with characters that form the kanji for Buddha a doublet of Budha which is the Sanskrit name for Wednesday like Miss Wednesday or Vivi whose given name comes from the Prithvi Devi the Earth Goddess or Indian Gaia who helps Cronus overthrow Uranus and Zeus overthrow Cronus. If the Straw Hat is an Ancient Weapon it is the Sky themed Uranus responsible for the abnormal Grand Line Weather or Hiyori whose animal association is the Kujaku or Pheasant Peacock associated with Vivi and Kujaku Myōō Wisdom King of Pheasant Peacocks Mahamayuri Karoo who is the Godparent of the Buddha and son of the Phoenix used by Sniper King to declare war on the World Government. Karoo’s Jewish Kippah themed Chullo has Drum Ropes, Crown, and Goggles because he is the successor to Sniper King. Karoo’s namesake is Garuda the Indian metaphor for Soul so Karoo is also the successor to Soul King. Karoo lives in the Taj Mahal built by Shah Jahan or King of the World so Karoo is King of the World and successor to Joy Boy from 800 years ago inspired by Joyoboyo from 800 years ago who was the King of Indonesia which has the emblem of the Garuda Karura Karoo.",analysis
"I certainly see the Red Line as a reference to Jormungandr; but since this is a unified mythology it can also reference Makara of Varuna, as well as Nehebkau (the Ancient Egyptian snake god) which could all be in direct reference to Nola. Revered as a god by the Shandians. (By my theory that would mean that the snake before Nola was also not the first but rather a descendent of Jormungandr, etc. since Ragnarok has already occured). This is further supported by the Japanese mythology surrounding snakes and rebirth. The body of giants turning into rock and land is also in Norse mythology. If all world mythology took place in a real place then there's going to be crossover gods; especially if said gods have the ability to travel the world.",analysis
"The reason I was associating the Strawhat with Hermes is because I believe the connection between the strawhat, Joyboy, Hermes, and Nika all have sun iconography. The strawhat itself can easily be drawn as a halo and the sun always shines when Luffy wins. There's more to that though; if I were to add in Christian mythology then a surprising thing happens. While Im is attempting to get divinity and creating the Seraphim there would be one person that could mess up their plans. Lucifer, the light bringer. The one with the Devils power that gave humanity the fruit of knowledge. Luffy, is Lucy, is Lucifer. He's Lucifer to Im and Ra to Blackbeard (Apophis).",analysis
"Luffy is in pretty much a leveled up version of sabondy, which he got bodied by sentoumaru, let alone Kizaru Law is in a situation like Luffy's initial sabondy, where he is in a bad way and is just trying to escape with his kidney attached, facing Blackbeard and crew. He is on the backfoot and while doing A LOT better than Luffy did pre skip in sabondy relative to his opponent, he still is just thinking about survival. Kid meanwhile is facing Shanks, someone who he didn't quite even make it to previously, but now he's back, paralleling Luffy's situation with sabondy 2.0, this is Kid's Sabondy 2.0. Kid upon going into the new world early into the timeskip, wanted to one up Luffy, him facing the Red Hairs Pirates (not even Shanks), was his ""I got my ass beat, I need to sit back, re-access, and get stronger"". He then eventually more recently with luffy coming back pretty much lined up perfectly with going into big mom territory, crushing snack, and taking a rubbing before leaving. Since then he's got defeated by Kaidou (which worth noting that Kid's first fight vs kaidou was more competitive than Luffy's first match based on hawkins statements, albeit he still was crushed), went into prison, trained up and got an overall boost like Luffy did, then he went on to have a huge list of fights at onigashima, giving him further anime power ups. Of course this is anime, when you push yourself, you come out stronger at the end, this means that the Kid who fought Big Mom wasn't the Kid who healed afterwards, and he was already nerfed in that fight cuz hawkins bs from another side of the island. Kid at this point is VERY aware of what a yonkou can do, so that brings up to where we are. Kid is going into the situation fully confident, despite knowing full well how strong yonkou are, heck, he fought the strongest 2 just last arc. Yes, he'll have stronger haki, probably can use his awakening more, stronger stats, but he knows how strong a yonkou is, so there has to be more. He also was clearly shown multiple demonstrations of haoshoku coating, and I think that's another tool Kid now has in his upcoming fight. So Kid is going into the shanks fights with haoshoku coating, more mass spam of awakening, increased stats even though he was already a powerful and tanky asf person, etc. His confidence isn't without merit.",analysis
"Kid is showing up prepared and confident despite knowing more than anyone what a yonkou is. He was on both sides of a yonkou massacre. Kid having haoshoku already puts him into yonkou like territory, he wouldn’t be here if he wasn’t confident in recently acquired strength, he even established he has a chance of winning.",analysis
"All three ancient weapons are human; the ships are “weapons” and are a part of Joyboy’s plan, but the real “ancient weapons” are the people needed to use the ships. The clue was shirohoshi being revealed as Posiedon and the ship was called “Noah”. This flips the lore, as the ship isn’t the ancient weapon, she is. Her ability to command the sea kings are the same power Momonosuke uses to command Zunisha. Momo has the power to command the “land kings” as he is the real Pluton. The final ancient weapon will be revealed before Laughtale and their power will be to command the “sky kings” aka dragons.",analysis
"Look at Gol D. Roger’s hat. He has a blue and a red feather in it. If you then look at Blackbeards hat, there are two feathers of the same type but both of them are red. We know Roger knows what happened during the Void Century and the truth about the world, even though we still don’t know any specifics at this point in time. Blue and Red. Vegapunk mentioned that there were once two ideologies that fought each other during the Void Century. The colors blue and red might be the representative colors for those ideologies. The Poneglyphs come in blue and red. There are two enourmous formations perpendicular to each other which are also blue and red that divide the world into its 4 oceans. The Grand Line and the Red Line. The Red Line, which is also where the Celestial Dragons reside, hinders you from free traversal while the Grand Line, where pirates are in search for the One Piece, is a call to adventure. Dorry and Brogy, the captains of the Giant Warrior Pirates bear the nicknames “Red and Blue Ogres”. What does Punk Hazard look like? Buggy and Shanks are currently Yonko, were on Roger’s ship and have blue and red hair. (While Blackbeard and Gear 5 Luffy are opposing forces too with their signature colors being black and white). Interestingly, the color pallete for Vivi, Shirahoshi, Momonosuke and Luffy is very similar to the Yonko color pallete. (Blue, pink as a shade of red, black and white). I also think that the aforementioned royals end up being the “pilots” for the Ancient Weapons, with Vivi being related to Uranus, the sky weapon, since she is heavily related to birds (Karoo, Pell, Big News Morgans). Could that mysterious giant egg on Roger’s ship be related to Uranus? We know that Shirahoshi controls the Sea Kings and Momo is able to command Zunesha. Kaido and Momonosuke were opposing forces during the Wano Kuni Arc and their dragon forms are blue and pink (which again could be considered a shade of red). There is also an anime-only scene in episode 1015 that I think a lot about. It’s the one where Yamato realises that Luffy and Roger share the same dream. In it, Luffy represented by the color blue and Roger represented by the color red, come together and become one. I am not saying I am 100% correct, but whatever ends up being true at the end… I am thoroughly convinced that you definitely should keep an eye on the colors blue and red since they seem to bear a significant amount of importance to Oda. I mean even the logo of the series features those two colors.",analysis
"The Adam and Eve trees point towards the allegory of the garden of Eden (or what we know as the Paradise half of the One Piece World). A snake of some description, perhaps literally a snake this time (God of the Forest?), convinced humans to eat forbidden fruits (Devil Fruits) to gain knowledge and power. Presumably to fight against the winner of the war in the first world - the Nerona Imu and the Celestial Dragons. The roots of the Eve tree bring sunlight to the sea floor, an allegory for freedom and hope in the One Piece story. We do not know where the top of the Eve tree emerges in the One Piece world but I'm sure it's somewhere significant. The fact that they are called Devil Fruits implies that someone, at some point, did a 'deal with the devil' to make the wishes of people come true. I strongly believe this is when Imu rose to power. WWe've seen Gunko-Imu use occult powers of summoning which indicates this.",analysis
"Sanji putting his raid suit was a bad move in my opinion, even if Oda found a trick, Sanji put his raid suit not because he lacked power but to stay anonymous, readers are not dumb, he basically gave a power up before even showcasing his full strength so that he can fight stronger opponents directly, showing the poor management Oda made of his fights, even going to the point were Sanji needs a suit, while Sanji's character is built to be a fighter with no weapon of any kind. It's same for Zoro, he basically dropped Shusui for a stronger blade, even though the excuse was that Shusui was a national treasure, it seems like Zoro lacked power to fight against the strong people of this arc, therefore he has been given a blade that draws out his potential haki instead of being able to draw it out by training, while Zoro's character is built around training.",reaction
"It's rather that Sanji accepted to put the suit on while not having is family situation solved, and Zoro changed his proudly won blade because he was promised a stronger one (and to listen to Hyori's felling), which is in my opinion, opposite to their natural behaviour :) It wasn't even needed, Oda just plan them to fight opponents as strong as Luffy's few arcs ago, without showing any progression, he therefore needs to justify their win. I would have liked it better if they had fought against less strong opponents but powered-up by their own means but that's just my opinion ",reaction
"Since when confidence good measure of strength? Kidd was confident of beating Shanks before Wano. Same for Luffy. It means nothing. Did you really use ""confidence"" to say that Kidd will win? That's next level of getting desperate. I am not saying stuff. You are making stuff just to fit your parallels which doesn't make sense considering the parallel is already over for Law. Just coz your theory didn't get liked, you don't need to say ""I am just saying stuff"". I didn't say much besider you are forcing parallel and we have another case of Yonkou vs someone who was part of BM fight. And, Kidd is likely to face same outcome",reaction
"Now, to be clear my change is not drastic because my position was never drastic. My position was agnostic in favor of Shanks, but now I have switched to agnostic in favor of Mihawk. What remains constant is that there are reasons not to affirm one or the other as the stronger of the two. Why was I more inclined towards Shanks being stronger? Narrative. Luffy aspires to transcend Shanks, and Zoro aspires to transcend Mihawk, and because Luffy is stronger than Zoro, I was more inclined towards Shanks being stronger than Mihawk (without a 100% certainty). Mihawk's title didn't move me because I don't trust titles in One Piece. Zoro's dream didn't move me either because in order to become the strongest swordman, he just has to become stronger than whoever is the strongest swordsman. The position itself is dynamic, what would happen if S-Hawk keeps developing and becomes stronger than Mihawk? What then? Does that stop Zoro's dream? Only if he fails to trascend Mihawk 2.0 steel blades electric boogaloo. What changed? I zoomed into the nature of Luffy's dream and the nature of Zoro's dream. Luffy's dream is not to be the strongest; strength is merely a tool for reaching that dream, but with Zoro, strength is the goal itself. Shanks is, above all, a bold, charismatic leader and a protector of the weak, while Mihawk is a warrior. Luffy's main role is being a leader and liberator; Zoro's main role is being a warrior. So, in order for Shanks to be the walking milestone of Luffy, he doesn't need to be stronger than Mihawk; he only needs more leadership and charisma. In fact, Mihawk being stronger than Shanks would serve as a way to make emphasis on who Luffy is and who he aspires to be.",reaction
"I hope Brook is Aokiji/Kuzans grandfather because I would love to see that play out. We see the two staring each other down as Luffy is looking at them one by one, first focusing on the hair, then the ice swords before eventually blurting out ""Grandpa?"", they would both be confused and Aokiji would reveal his parents name to which Brook confirms he had a child by that name born in the same location, Brook would attempt to run at Aokiji for a Hug shouting as much but Aokiji fires off a blast of Ice which a scared and teary eyed Brook dodges. A running gag throughout the rest of the arc would be Brook chasing Aokiji in the background trying to hug him before at the very end he finally gets his hug from Aokiji, following the reveal whenever Aokiji comes up in discussion in any capacity Brook proudly exclaims ""that's my grandson"". I just really like this mental image.",reaction
The past meets the present. Love the fact that Robin cut her hair to when she first met Saul and that Saul reenacted how they first met ,reaction
I enjoyed the opening to the episode showing off Robin’s early life of running and was well done in black and white. We’ve seen Robin’s past before but really like how well the animation and the direction they took it in this episode.,reaction
The end of the episode including Robin moments with her friends was a nice touch for this moment. I was already crying but this got me more ,reaction
"Robin has gotten through and survived 3 buster calls before reuniting with her savior. She’s been through so much, so glad she’s happier now",reaction
I was in tears watching episode 1163; this was easily 5/5 heartfelt episode. They did an amazing job adapting this.,reaction
"I knew it will be hard but damn... Now the sentence ""I want to live"" from Enies Lobby is so much more impactful",reaction
My heart exploded seeing robin reunite with saul,reaction
"After 25 years, they finally made it to Elbaph! The OST selection and the animation was fantastic this episode- it truly felt like a triumphant moment arriving! Cannot wait for next week",reaction
I love episodes like this. I just love the whole feeling of seeing and exploring a new island,reaction
When i recommend someone to watch one piece. this is what i want them to see. It's a feeling no other anime can ever give me. Beautiful episode. I saw so many frames that can be used as wallpaper,reaction
"I like seeing Robin and Bonney together, it might be just me, but I get a mother daughter, or a sisterly vibe from them",reaction
"aw man one piece is so peak. i cant wait for the reunion to be animated. im so happy to be alive. truly. the only anime where i watch the entire episode, credits and intro included. bangers. im so excited",reaction
elbaf is so beautiful thats gonna be my background,reaction
"Animation for this scene was peak, so clean- the wings of the future pirate king delivered! Nami’s lightning scene was also incredibly well done- Zeus looks like a monster lol Cannot wait for next week’s episode!",reaction
"Nami's scene was awesome, and shows just how powerful Zeus's AOE effects can be. I haven't read this section of the arc since it came out but I'm pretty sure I prefer this version of the first part of Elbalph over the manga's. The 1:1 chapter pacing has at least given us some more cute/cool interactions with the crew and the animation has been consistently solid.",reaction
"What i liked: It gives me the pre-timeskip One piece vibe with the jokes and fooling around. What i did not like: The episodes name was about the encounter of Gunko and Loki, but the encounter itself had 2minutes screentime max.",reaction
I love that scene so much. The small facial expressions Jarul gives to Luffy after the realisation. It for some reason made me tear up a bit.,reaction
Episode 384 is one of if not my favorite One Piece episodes as we get to spend a whole day with the crew just living a normal day. These days we don’t get so many of these moments in the story!,reaction
My favorite moment will always be when Zoro and Sanji are doing the dishes lol. Episode 625 when Nami was showing Momonosuke around the ship and seeing him enjoy himself is a close second.,reaction
"Fish Man Island is one of my less favorite arcs, but the very beginning where the crew is just exploring the island and shopping and hanging out is pretty fun",reaction
Luffy vs Kizaru animation was unreal! Absolute peak! This is probably one of the best animation sequences of this arc so far!,reaction
Zoro vs Lucci animation was also top notch. Toei cooked during the break,reaction
Luffy eating light and sanji's one eye popping out is hilarious.,reaction
"The Luffy vs Kizaru and Zoro vs Lucci were incredible, as anticipated. But Bonney vs the Marines was so great it actually took me by surprise. That might honestly be one of my favourite fight sequences not just in this episode, but in the whole story period.",reaction
That entire sequence of Yamato comparing Luffy and Roger's words was God tier! And that quick cut from Kin and the scabbards thanking Luffy to being on the ground half dead after facing Kaido was so effective. This episode probably one of my if not my favorite of the series.,reaction
"I'm stunned, I had real tears in my eyes, something I haven't felt in a long time. Take a bow, Megumi Ishitani. This is one of the best episodes I've ever watched",reaction
Ooooh that moment with Killer laughing hysterically and desperately trying not to slice Kaido's head off hit unexpectedly deep.,reaction
"Ace telling Yamato ‘if you don’t hurry, I don’t know if we can see each again…..’Hurts man, just hurts",reaction
"Sanji was an idiot this episode, and I'm not sure if Krieg is a good villain. I'll have to see more of him.",reaction
that animation when Hawkins was in pain. Amazing.,reaction
"Really liked this episode, I was a bit nervous that since the fight wasn’t a strawhat that the animation wouldn’t be good but they did my boy Killer justice.",reaction
"I love the scene where he says “Kid has no Left Arm,” Overall I really enjoyed the Killer vs Hawkins fight it’s one of the most concise but satisfying fights in Wano. I love Killers loyalty to his captain and he’s really a ride or die .",reaction
Who is giving these giants bad haircuts? Those are what I would call tragedies.,reaction
The last 10 minutes were so beautiful. From the fight scenes to the flashbacks was amazing. Him running to the crew was such a nice moment. Same with the mouse and the flashback to him cooking as a kid. 10/10,reaction
"You know things are gonna be good when the intro goes right into the title screen with no recap. Also, how amazing is the soundtrack used when a big W is about to happen?!",reaction
"One more thing, I love the way that the anime added sanji’s sky walk to his fighting style. That little moment where sanji lands a hit and immediately uses skywalk to propel himself forward to hit queen again was slick",reaction
"Absurdly good episode… that shot with Zeff, the mouse flashback. Omggggg honestly one of the best OP episodes ever. All the flashbacks were absolutely perfect and the emotional weight was PULLED",reaction
Shanks in the episode means good episode,reaction
Barto is so loyal to Luffy and it was nice to see Shanks recognized it. Funny how they were surprised to be let go only for Yasopp to gun the down.,reaction
Awesome first episode! Loving the flashbacks with updated visuals in this one.,reaction
The 4 month hiatus was painful but im glad One Piece anime is back ,reaction
I looove the new eyecatchers. Cant wait to see more of them. Bounty poster eyecatchers will always be the best,reaction
I can't believe they cut out Luffy's explanation on what a hero is... I can forgive most of the cuts but that one was criminal.,reaction
"The first expository bit was clumsy I gotta admit. They really rushed their way through it, I think they should have just cut out the plan altogether instead of cutting out Luffy's explanation. But it all quickly picked up after that stuff.",reaction
"Don’t mess around about Shanks, Loki- especially with Luffy! The Gear 4 animation was so clean and well done!",reaction
Literally a classic moment. It needed all of those frames to make a statement for Robins hair.,reaction
As an anime only watcher with no knowledge of the manga or what’s gonna happen. I just know the potential Saul reunion is gonna absolutely wreck me and I can’t wait,reaction
Now this is an Emperor of the Sea and his crew ,reaction
"Kizaru's blitzing through that robot sea beast is so damn clean. Love the York segment, it's so stupidly overblown in a good way. Amazing directing all around.",reaction
"The ""this is how ancient dinosaurs used to fight"" has to be one of the funniest running gags Oda has ever pulled off. It gets better the more ridiculous it becomes. it's even funnier when the opponent goes ""damn I didn't know that""",reaction